Fecha,BCA,BCS,CEN,NES,NOR,NTE,OCC,ORI,PEN
2020-07-01,47.100239,8.2388496,149.80267,178.214,91.043907,98.51548,192.13425,142.67883,38.996677
2020-07-02,48.322449,8.5853205,149.48102,179.52237,93.071938,97.444847,190.14282,143.20705,37.440861
2020-07-03,50.382706,8.9614677,147.57204,177.05984,94.335403,97.401627,187.11189,140.56555,35.32291
2020-07-04,49.943172,9.1668282,136.10469,167.54852,94.627487,91.945137,180.80804,136.25801,33.845402
2020-07-05,48.471916,8.8713522,127.40663,157.39293,93.457909,82.596825,159.40523,133.2814,33.40963
2020-07-06,53.050499,9.0366449,146.80359,185.7234,98.416916,95.119766,188.82869,142.07039,36.751213
2020-07-07,54.057446,8.9079695,156.61205,193.09256,98.038086,100.10643,196.48911,140.59421,38.871449
2020-07-08,53.273262,8.8483934,156.86156,194.69283,97.606613,101.85659,193.69156,143.77341,39.865135
2020-07-09,52.269871,8.9662275,157.16798,196.25655,96.663383,102.9725,190.58389,147.88553,39.68486
2020-07-10,53.961304,9.4342413,154.64532,195.83923,93.509918,103.78503,186.12737,148.1442,38.658897
2020-07-11,52.945831,9.2165298,145.71011,182.39691,95.141991,98.197533,178.21782,142.33186,36.712452
2020-07-12,52.043297,9.2525358,133.95715,169.00751,95.456581,89.774315,156.90701,133.19705,35.327175
2020-07-13,57.482422,9.3577023,149.77287,193.61659,100.1101,101.84197,183.10603,142.91754,37.562492
2020-07-14,56.053352,9.5756655,157.16725,196.98563,100.5071,106.46832,195.70146,146.56351,38.401356
2020-07-15,53.827072,9.4772596,158.86603,196.47711,99.834641,106.13412,197.76187,146.36566,39.858372
2020-07-16,54.132774,9.5095701,158.74408,196.51825,97.017593,104.23996,197.07518,148.38759,39.789593
2020-07-17,54.264236,9.2813387,155.81085,192.68126,97.715157,105.05814,193.88503,147.61852,39.165478
2020-07-18,52.202202,9.1903429,147.56331,171.51233,93.356636,99.232758,183.03915,145.94342,36.877998
2020-07-19,49.4361,8.9802313,135.35521,149.52713,89.836166,89.368279,160.55174,137.4563,35.098022
2020-07-20,53.309975,9.2742081,152.07016,177.09985,95.346695,98.824715,185.35266,144.24315,36.836308
2020-07-21,54.230789,9.0741253,159.43387,182.65009,90.806671,100.38477,197.72224,144.45638,37.208099
2020-07-22,54.667496,9.0590458,159.22893,185.43991,91.348305,99.088226,199.24689,143.84624,37.390202
2020-07-23,53.396976,8.8470869,157.83086,187.19914,89.852997,95.729561,197.42166,145.10329,37.352573
2020-07-24,52.129383,8.6494026,156.67386,188.84639,89.487839,88.992531,196.46736,145.1987,38.428101
2020-07-25,49.757183,8.6016264,147.05545,173.63666,91.197502,80.673531,186.23982,145.6384,36.356625
2020-07-26,48.456436,8.5422297,136.72939,134.04964,90.94957,75.63707,161.44345,139.44936,34.064121
2020-07-27,54.041996,9.0047255,152.24644,131.15465,93.205696,84.941658,181.5672,145.67564,37.386532
2020-07-28,55.147999,8.7881193,157.20518,147.60614,90.301285,91.239838,189.98547,139.98578,39.172577
2020-07-29,57.022495,8.6512709,157.64903,149.79117,90.998703,95.439651,188.79062,141.23935,39.677402
2020-07-30,58.91206,8.7728357,156.6647,160.73782,93.609291,97.929062,187.2431,142.78381,39.462376
2020-07-31,59.931564,8.9256592,155.48387,171.09549,92.823875,97.680687,185.00931,142.07231,40.274296
2020-08-01,56.87151,9.1400995,146.00496,158.41946,92.182625,93.095657,173.75243,142.07153,38.353664
2020-08-02,52.255249,9.1195354,134.2542,144.53238,88.19413,83.530609,152.87965,137.11794,37.325668
2020-08-03,56.533237,9.7630987,149.86119,170.64661,98.432518,95.934853,179.49782,144.51128,39.85767
2020-08-04,57.456314,9.9524002,155.19679,181.66991,98.31588,100.22041,188.94736,146.44221,39.674099
2020-08-05,55.014015,9.629426,155.2999,186.70435,101.94579,101.94341,193.07751,145.20186,39.232613
2020-08-06,53.25153,9.283433,157.9187,187.87488,103.6647,102.8586,195.19807,146.02327,35.833752
2020-08-07,51.006008,9.1215715,158.93111,185.3566,100.12905,102.81827,195.24477,142.24084,35.715572
2020-08-08,50.017315,9.1288576,150.87434,171.58063,101.52256,98.349052,186.5817,136.99477,35.894615
2020-08-09,47.708092,9.1799107,136.81105,154.10677,100.09161,90.158226,161.87694,127.86698,35.705429
2020-08-10,52.912247,9.4943991,153.81963,176.34523,100.06488,102.55218,187.58372,136.6609,37.901466
2020-08-11,57.167679,10.019141,160.43851,185.52066,99.028603,106.56326,198.22244,138.20906,38.342152
2020-08-12,58.732189,10.276597,161.1743,189.21243,101.92226,107.73357,199.36247,139.37294,38.284119
2020-08-13,60.220669,10.387426,159.0025,189.97235,103.3084,108.20808,197.25795,144.35132,38.083771
2020-08-14,61.161514,10.110112,159.9234,187.61752,102.03116,107.23164,196.56644,146.28539,37.365311
2020-08-15,60.374294,9.8890104,150.38316,177.76712,99.95298,102.37339,187.10345,142.16005,36.607723
2020-08-16,56.571251,9.8460932,138.28607,164.45219,98.094788,93.898453,163.44658,133.62839,34.862865
2020-08-17,61.989822,10.149073,155.61771,184.3026,97.154167,102.96916,189.32278,140.754,37.481209
2020-08-18,62.799717,9.8408546,158.53954,186.2113,94.489059,104.31794,196.68074,140.31537,38.198013
2020-08-19,62.653763,8.1760483,161.13969,185.9335,94.817596,104.05659,196.43933,141.26659,37.620461
2020-08-20,61.707447,5.8468337,161.21646,188.33118,95.835587,104.41908,196.73042,141.73059,36.700771
2020-08-21,58.909538,7.8981347,161.41246,190.41293,95.517288,104.97923,198.16089,140.70512,35.972313
2020-08-22,56.84129,8.7136383,153.2462,179.84019,95.910492,101.93171,188.10527,143.48952,34.516006
2020-08-23,54.452732,8.8953333,141.26593,163.72983,97.482376,92.385674,164.92924,132.42931,33.693443
2020-08-24,61.161167,9.4672127,159.26291,179.15099,105.17844,102.767,190.05965,135.90149,36.71925
2020-08-25,61.938431,9.4823246,161.33501,183.49557,104.27612,105.2419,201.99109,135.06004,37.371902
2020-08-26,60.958389,9.4626865,160.84123,187.5995,104.96962,105.78855,202.87158,136.97073,37.968323
2020-08-27,60.009056,9.4145575,161.53008,196.405,106.27348,106.24841,200.92253,138.71872,37.276955
2020-08-28,59.057716,8.4212713,160.52533,197.36578,101.23643,107.22928,195.18376,141.28317,37.677826
2020-08-29,55.734917,8.094821,152.04175,186.74005,93.075005,103.3778,182.10741,139.05615,37.730751
2020-08-30,51.009808,8.4839487,138.85764,172.13568,88.138092,93.722054,159.41075,135.13231,37.675438
2020-08-31,55.389084,9.0591488,155.22768,198.52367,90.778778,102.97977,184.19968,144.90205,40.525738
2020-09-01,55.943813,9.0569944,134.04782,204.38438,86.650047,102.33427,189.80264,172.26497,41.026558
2020-09-02,56.671402,9.2397776,136.09889,199.64035,88.272026,102.0479,194.59631,173.19374,40.368809
2020-09-03,57.499817,9.4946966,135.04651,192.86252,94.078293,100.92892,197.15938,173.31534,38.632629
2020-09-04,58.709888,9.8131771,134.98181,183.53162,102.01083,101.84918,197.70363,170.43919,37.637806
2020-09-05,58.568134,9.9768009,126.97527,155.18022,103.54987,95.671906,185.30876,165.53069,36.171803
2020-09-06,57.079075,9.6254826,116.1888,132.80742,92.316322,85.240799,160.4968,155.01433,35.110096
2020-09-07,61.172585,9.526988,130.12927,158.80449,90.76783,95.566452,187.49884,164.20871,37.436756
2020-09-08,54.769096,9.4501953,135.27808,168.76062,90.29734,97.006416,194.30779,168.63551,37.686413
2020-09-09,46.848812,9.4637356,138.03181,167.92863,90.15799,89.758766,192.91341,168.60959,39.162659
2020-09-10,45.590027,9.7190638,136.69441,150.7262,90.582985,88.114967,190.20859,171.56525,39.24646
2020-09-11,43.25066,9.7968454,159.43843,139.07765,87.284363,86.434158,188.29144,142.25339,37.25993
2020-09-12,42.276497,9.6160088,153.33208,141.30389,84.809326,81.668617,179.4903,141.23505,35.702572
2020-09-13,40.369045,9.1925459,141.90074,139.35597,83.337349,71.002159,157.11961,135.59119,35.225422
2020-09-14,46.187099,9.2714329,154.31828,156.00623,89.721146,76.52739,180.86028,142.64658,37.875153
2020-09-15,50.268414,9.4162588,153.01443,155.77058,93.117744,79.503922,186.1169,140.63664,37.613914
2020-09-16,51.189247,9.4005222,133.92854,155.3174,91.933823,77.131485,163.90956,131.23152,37.541653
2020-09-17,53.8391,9.6759701,152.95383,159.97801,94.626732,79.159561,186.16359,142.40901,39.203636
2020-09-18,53.558598,9.8706846,159.1573,155.15962,96.25499,79.13961,190.77197,140.44441,39.696938
2020-09-19,50.774593,9.7103577,150.1814,143.54288,94.507477,74.403938,179.198,139.23349,37.626652
2020-09-20,47.468288,9.3625145,138.62984,130.91794,89.957962,67.328995,156.97816,129.01224,36.128429
2020-09-21,52.235451,9.7673759,156.1209,152.75484,93.784706,78.230949,186.41064,135.9926,38.341297
2020-09-22,51.955734,9.8317566,158.52907,161.45599,94.92804,81.808998,195.13597,138.1779,39.156235
2020-09-23,50.916737,9.9592695,163.45317,169.64734,95.274284,83.87204,197.07523,141.64131,38.870377
2020-09-24,51.22657,10.029314,164.42195,171.19705,95.139168,84.511536,198.99281,144.82716,38.703117
2020-09-25,50.20636,9.9782448,162.65022,172.33284,91.4869,84.121407,199.25516,143.27917,39.327602
2020-09-26,47.170578,9.7398262,155.06816,165.03426,91.2173,79.679672,187.57478,138.74677,37.489243
2020-09-27,43.211456,9.316226,142.25548,156.3891,90.113388,72.379562,165.54274,132.99872,36.637299
2020-09-28,48.141655,9.6801414,156.83649,165.36476,96.999222,78.404083,193.28864,143.02411,40.391808
2020-09-29,50.020561,9.948369,160.6768,150.95711,100.14113,78.921989,200.18864,138.53952,39.388565
2020-09-30,52.17252,10.143594,158.81502,146.13667,98.486023,78.189827,196.12903,128.16594,36.968403
2020-10-01,52.493252,10.194717,158.56264,144.7009,97.47171,77.509872,196.32632,125.909,35.077419
2020-10-02,52.014034,10.046153,158.28575,145.6915,96.53347,76.389603,194.90784,128.4205,32.807114
2020-10-03,48.51181,9.7267895,151.1778,140.62857,92.46019,71.802681,184.67337,131.05037,27.8624
2020-10-04,45.230324,9.5142851,137.63133,130.16867,87.487617,64.346771,161.53264,125.76128,27.665277
2020-10-05,50.537304,9.768671,153.12718,148.30037,92.886055,74.333832,187.22902,133.86813,31.240559
2020-10-06,49.5466,9.7998104,158.76778,153.87238,93.173004,77.493126,197.33759,134.33391,30.645163
2020-10-07,49.472923,9.6791477,161.45659,154.8329,91.824249,76.945808,200.1279,133.78941,21.230165
2020-10-08,48.843063,9.585597,161.58434,158.21338,91.253036,77.057762,201.51872,138.52954,27.571011
2020-10-09,45.814171,9.5618811,162.83791,162.71555,91.323242,75.945518,202.60509,145.23334,32.049355
2020-10-10,42.114071,9.3563004,153.60492,157.27348,89.501755,71.860596,193.16707,147.12874,33.135548
2020-10-11,39.334034,9.1679382,143.03569,143.2583,85.602303,65.242157,169.04857,141.93524,33.506195
2020-10-12,45.246498,8.5524426,159.147,169.78812,86.777588,73.414177,191.67657,146.05907,37.24736
2020-10-13,46.992775,7.7066298,163.31671,172.90169,85.740341,76.62899,201.42673,147.02298,37.401932
2020-10-14,47.704845,8.7395191,165.32422,173.96492,87.297661,77.686325,202.07491,145.38805,35.692551
2020-10-15,47.764511,9.3946133,164.80743,175.8587,89.023056,77.184319,204.31541,145.82903,35.164486
2020-10-16,46.003952,9.4852848,162.97101,158.04074,90.690262,74.856354,201.31375,145.62453,35.160095
2020-10-17,42.813641,9.3163023,152.5694,136.67624,89.973999,70.887222,190.09959,138.41435,33.243851
2020-10-18,40.066013,9.1861296,141.26917,134.79384,86.743027,64.709297,166.46172,133.46269,32.266903
2020-10-19,44.378193,9.4297466,157.84436,164.16769,89.729195,72.560677,192.56273,142.64822,34.539265
2020-10-20,44.148857,9.3862638,162.04742,169.49107,89.058815,75.217346,201.82281,142.15382,35.408779
2020-10-21,43.166935,9.3337593,163.06308,166.32448,87.343346,75.492165,203.80472,140.4063,36.045815
2020-10-22,43.69268,9.3761454,162.88531,166.50906,88.944374,75.129425,203.91969,144.69963,36.467377
2020-10-23,42.350903,9.20401,159.96959,169.20914,87.22625,74.505066,202.98944,146.67793,36.511753
2020-10-24,38.598202,8.8505754,151.5213,146.66391,82.919655,69.247276,191.00224,144.4081,35.18903
2020-10-25,33.690514,8.7661753,146.02075,141.0864,79.60244,65.534119,174.45837,144.63133,34.86264
2020-10-26,34.173672,8.1564369,157.24028,161.14697,75.192177,69.885376,194.58006,142.21921,32.582787
2020-10-27,33.592484,7.4748549,162.23018,143.59753,64.863174,71.584167,203.11963,140.32608,27.808702
2020-10-28,34.48254,7.020165,165.12,132.42101,57.489948,69.026146,204.43199,144.50124,33.224728
2020-10-29,34.820408,6.9649034,163.558,132.15906,58.485931,68.129227,203.33473,142.30257,35.10154
2020-10-30,34.747456,7.095737,161.60019,128.89346,60.424564,67.550957,198.35052,134.89294,32.954067
2020-10-31,33.021667,7.2819047,152.6557,121.95641,59.648514,62.791092,184.263,130.2742,30.492687
2020-11-01,32.404537,7.3534265,138.93259,109.60113,58.380272,55.898052,163.12564,123.80985,29.099445
2020-11-02,36.971363,7.7829857,140.22021,126.33973,63.857449,61.683125,179.34116,118.4719,29.292974
2020-11-03,37.715435,8.1024542,155.35771,130.56239,66.523315,64.424904,192.67247,125.53954,29.30475
2020-11-04,38.435562,8.0937824,161.12158,132.7897,67.129471,65.429077,196.63596,127.43905,30.189308
2020-11-05,39.543652,8.0351171,163.60901,137.50305,68.431412,65.748383,196.68388,132.13394,31.570545
2020-11-06,37.800774,8.2475824,162.5381,138.27965,68.602272,65.701996,195.18681,133.58348,31.651957
2020-11-07,32.601173,8.1439514,155.39388,131.42131,65.982071,57.795364,184.95374,133.57816,31.234434
2020-11-08,28.734161,7.5386095,144.36137,121.14245,60.727444,53.823292,163.88214,127.9416,30.016319
2020-11-09,33.360516,7.2308617,161.52153,143.96915,61.530003,64.10733,190.6282,136.36319,32.383476
2020-11-10,34.062939,6.8589697,165.51044,151.61861,58.261341,68.276672,201.37828,139.31505,32.219364
2020-11-11,34.677555,6.6510215,164.72852,151.90536,54.715034,68.826241,202.43317,140.25935,32.438992
2020-11-12,35.070992,6.7620549,165.60811,150.92523,54.325768,68.592484,203.0417,142.91782,32.831268
2020-11-13,34.814255,6.7261686,163.83289,152.11763,54.135677,67.514008,201.13499,143.98372,33.644115
2020-11-14,32.56329,6.5555539,156.3392,143.47427,52.275486,58.831848,188.9399,139.72223,32.797466
2020-11-15,28.601337,6.3118243,144.20352,126.04887,49.805466,54.01479,164.8486,133.74583,31.922112
2020-11-16,29.936859,6.6763721,144.22276,125.16068,52.650047,60.623169,164.80322,131.1432,32.131859
2020-11-17,34.960171,7.072341,160.30945,137.00467,57.671295,66.227554,191.55661,134.54634,32.62101
2020-11-18,36.124676,7.2454028,164.70103,137.6976,60.049969,67.677002,199.22484,134.07164,31.319254
2020-11-19,35.686092,7.4678802,164.7142,143.18503,61.29118,67.711761,199.90988,134.8904,31.431297
2020-11-20,35.632225,7.5098681,164.68826,139.66977,62.172775,67.079208,200.28777,136.16232,31.737656
2020-11-21,32.90649,7.3050237,157.16026,132.27786,60.872147,62.541897,189.93069,134.72101,31.075253
2020-11-22,29.021425,6.9779625,144.82466,120.59051,56.312881,56.60347,164.92017,128.5562,29.671944
2020-11-23,34.273911,7.2988257,159.45488,135.76387,58.611279,64.137276,191.46924,131.62782,31.464592
2020-11-24,35.51825,7.2328176,164.00923,146.11211,58.371483,66.73452,200.06619,134.95773,32.300571
2020-11-25,35.651821,7.271874,165.36195,146.44031,57.304321,67.304955,203.41801,138.45738,33.107265
2020-11-26,35.507435,7.1341591,164.8461,144.20938,55.082088,67.058701,203.16849,140.82262,33.060055
2020-11-27,34.499016,7.1270919,164.90825,149.54636,55.153286,66.898605,202.22986,144.04349,32.521492
2020-11-28,32.089241,6.625453,159.17032,138.14574,51.360779,64.329788,189.63278,139.44585,31.734133
2020-11-29,29.15683,5.968555,146.81453,115.66003,46.925529,58.149105,166.27452,132.27513,30.055681
2020-11-30,34.197502,6.1388006,161.76993,128.81808,50.806831,66.224754,191.04802,131.89795,30.355408
2020-12-01,34.721558,6.0892248,164.81319,132.44409,51.137211,68.500748,198.23895,126.00809,27.074343
2020-12-02,34.968559,6.067946,166.41377,135.85712,51.121471,69.28437,198.60385,126.03929,27.182543
2020-12-03,34.256187,6.0477281,166.10443,135.26227,51.057323,69.92807,199.71997,129.94754,29.713852
2020-12-04,35.178463,6.0227275,165.80411,137.05823,49.0756,71.020065,198.54552,131.98222,30.542681
2020-12-05,33.038738,5.8855767,158.19037,132.49617,47.31601,68.929588,187.20729,127.69192,30.177975
2020-12-06,29.924437,5.6132016,145.39526,120.14145,44.623379,63.062801,165.27632,122.88596,28.611156
2020-12-07,34.530209,5.8039646,162.68263,134.72783,48.434944,69.697037,190.92487,125.97266,28.597801
2020-12-08,35.636604,6.0134625,166.08052,138.42747,50.683949,71.90052,199.79022,127.02833,25.745749
2020-12-09,35.752377,6.1952128,166.97447,136.08971,51.30743,70.764336,197.90578,126.05899,25.051403
2020-12-10,35.592014,6.3874865,166.73164,135.1559,50.541447,71.456841,199.94757,129.11765,25.065907
2020-12-11,34.915035,6.2766337,166.12656,135.50691,50.370167,69.234642,197.27281,130.69916,25.854294
2020-12-12,32.581402,5.9649081,147.87805,129.14516,48.365303,64.713737,171.03041,125.85992,25.607132
2020-12-13,30.108749,5.5475531,144.56642,118.76911,45.282738,60.235847,161.17917,124.76521,27.54604
2020-12-14,34.617119,5.7898035,161.35429,133.14394,48.549915,69.112656,191.37302,133.53268,31.347521
2020-12-15,36.027393,5.7823262,165.89903,135.09549,48.449295,71.327171,201.01971,131.24051,31.342985
2020-12-16,36.379345,5.8100653,166.89497,135.55399,49.026093,71.547173,199.7973,130.41223,31.959633
2020-12-17,36.317955,5.7755909,163.54922,138.34048,48.697369,72.213112,200.01517,132.08458,30.935499
2020-12-18,35.502148,5.9532928,164.07532,137.60107,49.227489,71.178192,198.32703,132.20528,29.597717
2020-12-19,32.527863,5.8947158,154.75693,127.24287,48.235828,65.998688,187.80383,131.99202,28.60449
2020-12-20,29.894749,5.5886455,144.20869,114.09644,45.526154,62.087875,165.58018,126.75919,28.041386
2020-12-21,32.829781,5.8081446,156.14926,126.0864,48.119186,67.974625,186.51457,132.70358,29.92535
2020-12-22,33.740849,5.9427509,157.61546,131.72746,48.761345,69.739395,191.22728,134.64813,29.467985
2020-12-23,33.391335,5.9701943,154.98003,127.73856,48.97163,68.602356,188.8179,134.3298,30.046383
2020-12-24,29.163736,5.7685838,141.40755,106.6737,46.593918,62.504959,162.22179,120.81616,29.596708
2020-12-25,24.183922,5.1400237,117.70309,96.327934,39.934357,55.302822,130.38455,98.794823,23.138168
2020-12-26,27.340422,5.6461477,134.6436,106.23534,44.079655,59.223186,152.68216,115.63453,22.983011
2020-12-27,27.52474,5.6500506,133.92224,105.1034,43.765263,59.115257,151.28085,117.73314,22.669935
2020-12-28,30.553909,6.0203371,141.64702,111.59262,46.020439,62.156227,165.54359,122.25626,24.767788
2020-12-29,32.181213,6.0320363,146.38167,117.81767,47.284145,63.379494,173.81454,124.48316,26.316032
2020-12-30,31.509336,5.9029889,147.67291,117.94077,47.247456,66.58326,173.10863,124.34852,28.01856
2020-12-31,29.028177,5.6270747,134.06871,105.85513,45.020367,61.098446,155.11784,118.41722,29.81251
