Fecha,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5,Punto 6,Punto 7,Punto 8,Punto 9,Punto 10,Punto 11,Punto 12,Punto 13,Punto 14,Punto 15,Punto 16,Punto 17,Total
2019-09-17,0,0,3468,0,56868,0,0,0,0,0,0,1208764,0,0,0,0,0,1269100
2019-09-18,0,0,0,54000,0,0,0,0,10204,0,0,1262784,10000,0,0,0,0,1336988
2019-09-19,0,0,0,217080,26538,0,0,0,0,0,0,1034284,14000,0,0,0,0,1291902
2019-09-20,0,0,0,0,0,0,0,0,0,0,0,1058924,0,0,0,0,0,1058924
2019-09-21,0,0,0,175852,0,0,15166,0,0,0,0,965446,0,0,0,0,0,1156464
2019-09-22,49286,0,9772,197200,0,0,55740,0,0,0,0,1720248,0,0,0,0,0,2032246
2019-09-23,0,0,0,240330,0,0,47390,0,0,0,0,965446,0,0,0,0,0,1253166
2019-09-24,0,0,0,28070,31930,0,0,0,2,0,0,1072468,0,0,0,0,0,1132470
2019-09-25,0,0,0,0,46000,0,0,0,0,0,0,1134264,0,0,0,0,0,1180264
2019-09-26,64000,47234,0,0,0,0,0,0,13296,0,0,1096580,52378,0,0,0,0,1273488
2019-09-27,0,0,0,0,20000,0,0,0,0,0,0,1017746,52378,0,0,0,0,1090124
2019-09-28,30000,0,0,0,0,0,0,0,0,0,0,1199066,41984,0,0,0,0,1271050
2019-09-29,108050,0,7950,0,0,0,0,0,0,0,0,1199064,57694,0,0,0,0,1372758
2019-09-30,0,0,60000,0,0,0,0,0,0,0,0,1199064,42688,0,0,0,0,1301752
2019-10-01,0,2,0,0,0,0,0,0,1307724,0,0,1461918,604020,0,0,0,0,3373664
2019-10-02,0,2,0,0,0,0,0,0,1248626,0,0,1407194,581220,0,0,0,0,3237042
2019-10-03,0,2,0,183224,0,0,0,0,1058898,0,0,1445350,649242,0,0,0,0,3336716
2019-10-04,0,20000,0,0,0,0,0,0,1175896,0,0,1440000,776244,0,0,0,0,3412140
2019-10-05,0,18568,0,105546,0,0,0,0,1023178,0,0,1319138,673682,0,0,0,0,3140112
2019-10-06,0,0,0,122094,19004,0,0,0,1023178,0,0,1319138,696100,0,0,0,0,3179514
2019-10-07,0,57000,0,0,0,0,0,0,1023178,0,0,1319138,683610,0,0,0,0,3082926
2019-10-08,0,74274,0,0,0,0,0,0,1176526,0,0,1306112,674066,0,0,0,0,3230978
2019-10-09,0,49294,0,0,0,0,0,0,1153332,0,0,1231596,697162,0,0,0,0,3131384
2019-10-10,0,40000,0,0,0,0,0,0,1160650,0,0,1248984,694430,0,0,0,0,3144064
2019-10-11,0,0,0,0,0,0,0,0,955146,0,0,1263412,696974,0,0,0,0,2915532
2019-10-12,0,7058,0,0,0,0,0,0,1023178,0,0,1161920,694430,0,0,0,0,2886586
2019-10-13,0,33528,0,0,0,0,0,0,1023178,0,0,1161918,691918,0,0,0,0,2910542
2019-10-14,0,34000,0,0,0,0,0,0,1023178,0,0,1161918,694432,0,0,0,0,2913528
2019-10-15,0,0,0,0,0,0,0,0,1049496,0,0,1307630,693292,0,0,0,0,3050418
2019-10-16,0,0,0,0,0,0,0,0,1043178,0,0,1334200,662358,0,0,0,0,3039736
2019-10-17,6200,0,0,306000,0,0,119186,0,1042118,0,0,1321684,654268,0,0,0,0,3449456
2019-10-18,70000,76438,0,170000,0,0,18000,0,1023176,0,0,1320000,658058,0,0,0,0,3335672
2019-10-19,28432,30000,10664,256552,0,0,32000,0,1142604,0,0,1260000,547230,0,0,0,0,3307482
2019-10-20,0,0,0,130000,50000,0,10000,0,1142604,0,0,1260000,547230,0,0,0,0,3139834
2019-10-21,0,0,0,104000,0,0,68800,0,1029130,0,0,1260000,581192,0,0,0,0,3043122
2019-10-22,28000,0,0,0,0,0,30000,0,1123178,0,0,1300000,686514,0,0,0,0,3167692
2019-10-23,0,0,0,0,0,0,244000,0,1039718,0,0,1367064,675688,0,0,0,0,3326470
2019-10-24,0,0,0,80000,0,0,60000,0,1103178,0,0,1340000,683612,0,0,0,0,3266790
2019-10-25,0,30000,0,106000,0,0,0,0,929422,0,0,1341426,632412,0,0,44000,0,3083260
2019-10-26,0,0,0,0,0,0,0,0,1003178,0,0,1320000,657940,0,0,0,0,2981118
2019-10-27,0,2,0,180000,0,0,0,0,1003178,0,0,1320000,660698,0,0,0,0,3163878
2019-10-28,0,0,0,50000,0,0,100000,0,1003178,0,0,1320000,660700,0,0,0,0,3133878
2019-10-29,62000,27776,0,0,0,0,0,0,360422,0,0,1348360,622404,0,0,0,0,2420962
2019-10-30,0,65304,0,47000,0,0,0,0,1012368,0,0,1345000,561420,0,0,0,0,3031092
2019-10-31,0,24000,0,0,0,0,0,0,1074850,0,0,1291430,553780,0,0,0,0,2944060
2019-11-01,0,0,0,0,0,0,0,0,849482,0,0,1118538,452518,0,0,0,0,2420538
2019-11-02,0,0,0,30000,0,0,0,0,1000000,0,0,1482028,517570,0,0,0,0,3029598
2019-11-03,21494,0,0,80000,30000,0,0,0,1000000,0,0,1486712,517570,0,0,0,0,3135776
2019-11-04,20000,0,0,80000,62600,0,0,0,992646,0,0,1480728,527106,0,0,0,0,3163080
2019-11-05,0,0,0,0,0,0,0,0,919004,0,0,1460000,560466,0,0,0,0,2939470
2019-11-06,0,0,0,0,30000,0,20000,0,879004,0,0,1468466,551264,0,0,0,0,2948734
2019-11-07,57692,0,0,60000,20000,0,8000,0,879006,0,0,1462206,555076,0,0,0,0,3041980
2019-11-08,26200,0,0,0,0,0,0,0,879004,0,0,1500000,552446,0,0,0,0,2957650
2019-11-09,28606,0,0,40000,40000,0,38000,0,847938,0,0,1423108,665444,0,0,0,0,3083096
2019-11-10,0,0,0,40000,20000,0,0,0,968934,0,0,1500000,584956,0,0,0,0,3113890
2019-11-11,0,0,0,0,0,0,0,0,968934,0,0,1500000,587392,0,0,0,0,3056326
2019-11-12,14708,0,7642,80000,0,0,118138,0,1100000,0,0,1433998,660164,0,0,0,12312,3426962
2019-11-13,0,0,0,20000,8000,0,38000,0,1296146,0,0,1560000,658992,0,0,0,0,3581138
2019-11-14,0,0,0,0,0,0,40000,0,1180000,0,0,1700000,616106,0,0,0,0,3536106
2019-11-15,2200,0,0,50000,0,0,0,0,1200000,0,0,1690000,608476,0,0,0,0,3550676
2019-11-16,0,0,0,0,20000,0,0,0,1200000,0,0,1500000,588134,0,0,0,0,3308134
2019-11-17,0,0,0,0,0,0,0,0,1200000,0,0,1500000,588134,0,0,0,0,3288134
2019-11-18,70000,0,0,0,0,0,0,0,1215778,0,0,1500000,588132,0,0,0,0,3373910
2019-11-19,50000,0,0,53628,10000,0,0,0,1199066,0,0,1500000,553168,0,0,0,12816,3378678
2019-11-20,0,0,0,128000,0,0,0,0,1180000,0,0,1500000,539820,0,0,0,38900,3386720
2019-11-21,0,19238,0,60000,68600,0,59938,0,1100000,0,0,1400000,536004,0,0,0,2166,3245946
2019-11-22,0,0,0,0,0,0,0,0,1100000,0,0,1400000,554274,0,0,0,0,3054274
2019-11-23,0,0,0,30000,0,0,0,0,1000000,0,0,1500000,552536,0,0,0,0,3082536
2019-11-24,0,0,0,0,0,0,50000,0,1000000,0,0,1500000,552536,0,0,17000,0,3119536
2019-11-25,0,0,0,38000,0,0,0,0,999998,0,0,1500000,552536,0,0,0,0,3090534
2019-11-26,0,0,0,92000,65034,0,0,0,1030000,0,0,1500000,534092,0,0,0,0,3221126
2019-11-27,0,0,0,80000,83960,0,0,0,1050000,0,0,1554000,556030,0,0,0,0,3323990
2019-11-28,0,0,0,20000,80000,0,70000,0,1050000,0,0,1554000,540772,0,0,0,0,3314772
2019-11-29,0,0,0,20000,40000,0,30000,0,1050000,0,0,1554000,514072,0,0,0,0,3208072
2019-11-30,89764,0,0,50000,50000,0,0,0,889106,0,0,1554000,574438,0,0,0,28734,3236042
2019-12-01,0,0,0,84000,60000,0,76200,0,1068000,0,0,1355178,586770,0,0,0,32470,3262618
2019-12-02,0,0,0,62600,80000,0,60000,0,1068000,0,0,1355178,586672,0,0,0,0,3212450
2019-12-03,0,0,0,0,0,0,0,0,998000,0,0,1445178,590580,0,0,0,0,3033758
2019-12-04,0,0,0,0,0,0,0,0,0,0,0,1303634,590580,0,0,0,43824,1938038
2019-12-05,60818,0,0,40000,33638,0,0,0,1138000,0,0,1445178,600108,0,0,0,0,3317742
2019-12-06,0,0,0,0,30000,0,60000,0,0,0,0,0,0,0,0,0,0,90000
2019-12-07,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,26000
2019-12-08,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,57900,62900
2019-12-09,0,0,0,0,80000,0,30000,0,0,0,0,0,0,0,0,0,53710,163710
2019-12-10,0,0,0,20000,20000,0,34000,0,0,0,0,0,0,0,0,36000,51656,161656
2019-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-12,50000,0,12000,0,80000,0,0,0,0,0,0,0,0,0,0,0,39784,181784
2019-12-13,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,34846,94846
2019-12-14,0,0,0,0,30000,0,40000,0,0,0,0,0,0,0,0,0,16000,86000
2019-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000
2019-12-16,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,16000,36000
2019-12-17,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,30000,5992,65992
2019-12-18,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,15768,65768
2019-12-19,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,16000,56000
2019-12-20,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,8000,16000,54000
2019-12-21,0,0,0,4000,30000,0,0,0,0,0,0,0,0,0,0,0,16000,50000
2019-12-22,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,20000,16000,66000
2019-12-23,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,16000,76000
2019-12-24,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,16000,316000
2019-12-25,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,16000,36000
2019-12-26,0,0,0,0,30000,0,8000,0,0,0,0,0,0,0,0,0,16000,54000
2019-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000
2019-12-28,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,16000,56000
2019-12-29,0,0,0,0,0,0,39904,0,0,0,0,0,0,0,0,30000,16000,85904
2019-12-30,0,0,0,60000,111400,0,30000,0,0,0,0,0,0,0,0,0,16000,217400
2019-12-31,0,0,0,0,40000,0,35000,0,0,0,0,0,0,0,0,0,15984,90984
2020-01-01,0,0,0,0,98084,0,70000,0,0,0,0,0,0,0,0,0,16000,184084
2020-01-02,0,0,0,0,0,0,50000,0,0,0,0,120000,40000,0,0,0,16000,226000
2020-01-03,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,16000,51400
2020-01-04,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,16000,76000
2020-01-05,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,12392,32392
2020-01-06,0,0,0,47200,0,0,7800,0,0,0,0,78594,0,0,0,0,16000,149594
2020-01-07,0,0,0,33200,25600,0,0,0,0,0,0,0,0,0,0,0,20944,79744
2020-01-08,0,0,0,100400,20000,0,50000,0,0,0,0,0,0,0,0,64000,16000,250400
2020-01-09,0,0,25000,0,74000,0,0,0,0,0,0,0,0,0,0,0,4886,103886
2020-01-10,39006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49336,88342
2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41142,41142
2020-01-12,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,27882,67882
2020-01-13,0,0,0,114000,10000,0,46000,0,0,0,0,0,0,0,0,0,24982,194982
2020-01-14,0,0,0,0,0,0,68000,0,0,0,0,0,80332,0,0,0,16000,164332
2020-01-15,0,0,0,9914,80000,0,0,0,0,0,0,138332,0,0,0,20000,15794,264040
2020-01-16,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,14998,44998
2020-01-17,28030,0,0,56000,0,0,0,0,0,0,0,0,0,10000,0,0,33430,127460
2020-01-18,0,0,0,0,40000,0,63998,0,0,0,0,0,0,100000,0,0,16000,219998
2020-01-19,16000,0,0,0,20000,0,116000,0,0,0,0,0,0,100000,0,0,25666,277666
2020-01-20,20000,0,0,67200,80000,0,0,0,0,0,0,0,0,20000,0,0,16000,203200
2020-01-21,11878,0,0,148122,20000,0,9998,0,0,0,0,0,28550,10000,0,0,15362,243910
2020-01-22,20000,0,0,0,0,0,40000,0,0,0,0,0,0,20000,0,0,16000,96000
2020-01-23,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,24666,94666
2020-01-24,22000,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,16000,98000
2020-01-25,10000,0,0,120000,40000,0,0,0,0,0,0,0,0,0,0,36000,16000,222000
2020-01-26,0,0,0,100000,50000,0,0,0,0,0,0,0,0,0,0,60000,16000,226000
2020-01-27,20000,0,0,46000,160000,0,0,0,0,0,0,0,0,0,0,0,16000,242000
2020-01-28,22000,0,0,28000,0,18000,0,0,0,0,0,0,0,0,0,0,16000,84000
2020-01-29,0,0,0,0,30000,0,9998,0,0,0,0,0,0,0,0,0,19218,59216
2020-01-30,0,0,0,0,20242,0,0,0,0,0,0,0,0,0,0,0,45382,65624
2020-01-31,0,60000,0,0,38602,0,0,0,0,0,0,0,0,0,0,0,24348,122950
2020-02-01,0,0,0,57400,8600,0,0,0,0,0,0,0,0,0,0,0,0,66000
2020-02-02,19000,0,0,50400,190000,0,0,0,0,0,0,0,0,0,0,22600,0,282000
2020-02-03,0,0,0,106000,120000,0,0,0,0,0,0,0,0,0,0,31500,0,257500
2020-02-04,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,54000
2020-02-05,0,0,0,50000,110000,0,0,0,0,0,0,0,0,0,0,0,0,160000
2020-02-06,0,0,0,0,101800,0,39994,0,0,0,0,0,0,0,0,0,0,141794
2020-02-07,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,40000,0,60000
2020-02-08,0,0,0,180000,0,0,20000,0,0,0,0,0,0,0,0,40000,0,240000
2020-02-09,0,0,0,188000,0,0,28000,0,0,0,0,0,0,0,0,94000,0,310000
2020-02-10,0,0,0,46000,60000,0,80000,0,0,0,0,141172,0,0,0,94000,0,421172
2020-02-11,0,0,0,14000,66000,0,0,0,0,0,0,0,29850,0,0,0,0,109850
2020-02-12,0,0,0,15000,100000,0,0,0,0,0,0,98956,0,0,0,18000,0,231956
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,170000
2020-02-14,0,0,0,40000,20000,0,0,0,8370,0,0,214000,0,0,0,0,0,282370
2020-02-15,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,84000,0,164000
2020-02-16,0,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,220000
2020-02-17,0,0,0,0,70000,0,18000,0,0,0,0,0,0,0,0,0,0,88000
2020-02-18,0,0,0,53000,74000,0,0,0,0,0,0,0,0,0,0,0,0,127000
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,20000,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
2020-02-21,0,0,0,0,100000,0,30000,0,0,0,0,0,47538,0,0,0,0,177538
2020-02-22,0,0,0,0,50000,0,40000,0,0,0,0,0,0,0,0,38000,0,128000
2020-02-23,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,30000
2020-02-24,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,72000
2020-02-25,0,0,0,54000,190000,0,79600,0,0,0,0,0,0,0,0,0,0,323600
2020-02-26,0,0,0,0,40000,0,21432,0,0,0,0,0,0,0,0,0,0,61432
2020-02-27,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,12000
2020-02-28,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
2020-02-29,0,0,0,90000,52000,0,0,0,0,0,0,0,0,0,0,0,0,142000
2020-03-01,0,0,0,96000,80000,0,0,0,0,0,0,0,0,0,0,0,0,176000
2020-03-02,0,0,0,0,0,0,45846,0,0,0,0,0,0,0,0,0,0,45846
2020-03-03,0,0,0,0,0,0,41708,0,0,0,0,0,28486,0,0,0,0,70194
2020-03-04,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,33000
2020-03-05,50000,0,0,0,0,0,0,0,105886,0,0,0,0,0,0,0,0,155886
2020-03-06,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,32000
2020-03-07,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,30000
2020-03-08,0,0,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,39000
2020-03-09,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,40000
2020-03-10,0,0,0,51400,0,0,0,0,212438,0,0,0,0,0,0,0,0,263838
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,58000
2020-03-13,10000,0,0,40000,10000,0,0,0,67692,0,0,0,0,0,0,34000,0,161692
2020-03-14,0,0,0,22000,56200,0,0,0,0,0,0,0,0,0,0,0,0,78200
2020-03-15,0,0,0,46000,55400,0,0,0,0,0,0,0,0,0,0,0,0,101400
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,111000
2020-03-18,0,0,0,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,124000
2020-03-19,0,0,0,160000,44000,0,20000,0,0,0,0,0,0,0,0,0,0,224000
2020-03-20,0,0,0,80000,0,0,0,0,0,0,0,0,126840,0,0,0,0,206840
2020-03-21,0,0,0,50000,0,50000,0,0,0,0,0,0,45510,0,0,0,0,145510
2020-03-22,16000,0,46000,80000,30000,0,0,0,0,0,0,0,0,0,0,0,0,172000
2020-03-23,6000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,26000
2020-03-24,0,0,35000,59500,24000,0,0,0,0,0,0,66346,0,0,0,0,4000,188846
2020-03-25,0,0,0,46000,14000,0,14124,0,0,0,0,0,49872,0,0,0,0,123996
2020-03-26,0,0,0,0,0,0,22000,6000,0,0,0,0,0,0,0,0,0,28000
2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,33798,0,0,0,0,33798
2020-03-28,14000,0,0,116000,0,0,0,0,0,0,0,0,40810,0,0,0,0,170810
2020-03-29,0,0,0,86000,0,0,0,0,0,0,0,0,74000,0,0,0,0,160000
2020-03-30,0,0,0,68000,0,0,53366,0,0,0,0,0,137396,0,0,0,0,258762
2020-03-31,0,0,0,130000,0,0,952,0,0,0,0,0,0,0,0,0,0,130952
2020-04-01,0,0,0,56000,24000,0,59998,0,89154,0,0,0,0,0,0,0,20000,249152
2020-04-02,0,0,0,60000,24000,0,20000,0,0,0,0,47930,0,0,0,0,0,151930
2020-04-03,0,0,0,0,10000,0,20000,0,0,0,0,0,0,0,0,0,0,30000
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,16000
2020-04-05,0,0,0,110000,10000,0,24000,0,0,0,0,0,0,0,0,30000,0,174000
2020-04-06,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,50000
2020-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,38000
2020-04-09,0,0,0,60000,0,0,26200,0,0,0,0,0,67610,0,0,0,0,153810
2020-04-10,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,37000
2020-04-11,0,0,0,18000,0,0,40000,0,0,0,0,0,0,0,0,0,0,58000
2020-04-12,0,12698,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,57698
2020-04-13,0,0,0,63800,0,0,0,0,0,0,0,0,14926,0,0,0,0,78726
2020-04-14,0,0,0,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,153000
2020-04-15,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,60000
2020-04-16,0,0,0,40000,30000,0,0,0,0,0,0,0,0,0,0,0,0,70000
2020-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
2020-04-19,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,30000
2020-04-20,0,0,0,13000,40000,0,0,0,0,0,0,0,80142,0,0,0,0,133142
2020-04-21,0,0,0,14000,20000,0,0,0,10000,0,0,207476,0,0,0,0,0,251476
2020-04-22,0,0,0,20000,130000,0,16002,0,0,0,0,0,0,0,0,0,0,166002
2020-04-23,0,0,0,0,10000,0,0,0,179180,0,0,0,20000,0,0,0,0,209180
2020-04-24,0,0,0,0,52000,0,0,0,78168,0,0,0,90000,0,0,0,0,220168
2020-04-25,0,0,0,140400,40000,0,0,0,0,0,0,0,0,0,0,0,0,180400
2020-04-26,0,0,0,122000,50000,0,0,0,0,0,0,0,0,0,0,0,0,172000
2020-04-27,0,0,0,0,54000,0,14000,0,0,0,0,0,40000,0,0,0,0,108000
2020-04-28,0,0,0,40000,100000,0,38000,0,0,0,0,0,0,0,0,0,0,178000
2020-04-29,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
2020-04-30,0,0,0,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,188000
2020-05-01,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
2020-05-02,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,76000
